,section,title,author,date,address
0,[통신],"KT-홍익대, '드리이브 인' 학위수여식 진행",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7204
1,[통신],"KT, UN SDGs '지속가능 100대 기업'에 2년 연속 선정",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7203
2,[통신],"LG유플러스, AR글래스 'U+리얼글래스' 판매 시작",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7201
3,[뉴스],"삼성전자, '갤럭시노트20 시리즈' 70개국서 출시",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7200
4,[통신],"LG유플러스, 철원군에 개인위생용품·세제 640세트 전달",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7199
5,[통신],"KT, 과기정통부 전국 공공와이파이 사업자로 선정",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7197
6,[통신],"LGU ""홈트레이닝앱 '스마트홈트', 구독 전환이후 '충성고객' 증가""",이종준 기자,2020-08-22 03:49,http://www.thelec.kr/news/articleView.html?idxno=7196
7,[중화권],주간 중국권 전자부품 동향 브리프 (2020.8.18 발행),디일렉,2020-08-21 21:34,http://www.thelec.kr/news/articleView.html?idxno=7145
8,[영상],[일렉 스타트업] 고품질 GaN 웨이퍼 생산 기술 보유 아이브이웍스,장현민 PD,2020-08-21 21:32,http://www.thelec.kr/news/articleView.html?idxno=7193
9,[배터리],"[일렉 스타트업] 아라미스, 분리막 핵심소재 국산화 성공…수입 대체 기대",이수환 기자,2020-08-21 21:27,http://www.thelec.kr/news/articleView.html?idxno=7195
10,[통신],"KT 시즌(Seezn), 라이브 예능 '빽 투더 아이돌' 방영 예정",이종준 기자,2020-08-21 16:32,http://www.thelec.kr/news/articleView.html?idxno=7187
11,[통신],"인도 이통3사, 중국 5G 장비 배제 움직임…삼성 반사이익 제한적",이종준 기자,2020-08-21 16:32,http://www.thelec.kr/news/articleView.html?idxno=7189
12,[반도체],CR마이크로 총투자금액 3900억원 8인치 프로젝트연말 팹 완공,디일렉,2020-08-21 15:50,http://www.thelec.kr/news/articleView.html?idxno=7133
13,[IT 일반 기타],7월 중국 5G 스마트폰 출하량 1391만대 기록,디일렉,2020-08-21 15:49,http://www.thelec.kr/news/articleView.html?idxno=7132
14,[IT 일반 기타],"ZTE ""세계 최초 ‘언더 디스플레이 카매라’ 탑재 스마트폰 내놓을 것""",디일렉,2020-08-21 15:49,http://www.thelec.kr/news/articleView.html?idxno=7091
15,[반도체],"TSMC 5나노 공정, 고객사 8곳이 달려들어",디일렉,2020-08-21 15:47,http://www.thelec.kr/news/articleView.html?idxno=7090
16,[배터리ㆍ소재부품],"중국 최초 MEMS 업체, 과창판 상장 직후 290% 급등",디일렉,2020-08-21 15:46,http://www.thelec.kr/news/articleView.html?idxno=7051
17,[배터리ㆍ소재부품],상해은첩 배터리 분리막 또 증설? 뉴미테크놀로지 인수,디일렉,2020-08-21 15:45,http://www.thelec.kr/news/articleView.html?idxno=7036
18,[디스플레이],"BOE, 연말 10.5세대 팹 풀가동",디일렉,2020-08-21 15:44,http://www.thelec.kr/news/articleView.html?idxno=7031
19,[디스플레이],중국 CSOT·대만 이잉크 전자종이 생산 협력,디일렉,2020-08-21 15:42,http://www.thelec.kr/news/articleView.html?idxno=7131
20,[배터리ㆍ소재부품],"CATL, 배터리 생태계에 191억위안 투자",디일렉,2020-08-21 15:41,http://www.thelec.kr/news/articleView.html?idxno=7130
21,[디스플레이],"BOE가 투자한 파인셋, 수억원대 자금 확보",디일렉,2020-08-21 15:41,http://www.thelec.kr/news/articleView.html?idxno=7128
22,[반도체],우시에 반도체 플랫폼 사업 추진,디일렉,2020-08-21 15:40,http://www.thelec.kr/news/articleView.html?idxno=7108
23,[반도체],TSMC 엔지니어 100명 이상 중국으로 넘어가,디일렉,2020-08-21 15:40,http://www.thelec.kr/news/articleView.html?idxno=7107
